sales_region_code,item_code,first_cate_code,second_cate_code,ord_qty
101,20002,303,406,8992
101,20003,301,405,310120
101,20006,307,403,96118
101,20014,307,403,244414
101,20016,303,401,74210
101,20018,306,407,117412
101,20020,305,412,16084
101,20021,305,412,4448
101,20024,306,402,47948
101,20039,305,412,528
101,20041,302,408,41743
101,20046,303,401,283
101,20049,302,408,16339
101,20055,304,409,11289
101,20058,303,401,80902
101,20076,303,401,96734
101,20085,301,405,129684
101,20086,303,401,85112
101,20089,307,403,54074
101,20091,308,404,20665
101,20093,306,407,91398
101,20107,306,407,14890
101,20111,306,407,18896
101,20113,308,404,19201
101,20118,305,412,9397
101,20119,305,412,23996
101,20121,306,407,6044
101,20127,307,403,26323
101,20131,306,407,53322
101,20134,305,412,34196
101,20135,303,401,93852
101,20139,306,407,150363
101,20140,305,412,27871
101,20142,306,407,2815
101,20145,306,407,2034
101,20146,306,402,21506
101,20150,304,409,13032
101,20151,305,412,46206
101,20152,305,412,302828
101,20156,305,412,896
101,20157,303,401,10086
101,20160,303,410,12
101,20162,302,408,17314
101,20163,302,408,1652
101,20164,306,407,1110
101,20169,308,404,32413
101,20172,306,407,25120
101,20173,303,401,68016
101,20175,304,409,16638
101,20178,307,403,910
101,20182,303,401,11582
101,20187,302,408,6814
101,20192,308,404,62606
101,20193,302,408,6889
101,20195,302,408,9700
101,20206,305,412,110952
101,20215,302,408,6750
101,20218,302,408,3005
101,20221,306,407,30627
101,20224,307,403,369387
101,20226,303,401,193484
101,20227,308,404,272505
101,20230,306,407,180386
101,20231,305,412,63
101,20235,303,411,1033
101,20240,306,407,6
101,20245,303,411,1573
101,20247,306,407,4075
101,20248,306,402,161515
101,20251,303,406,3910
101,20252,306,407,92254
101,20253,306,407,269905
101,20256,307,403,4620
101,20259,306,407,1083
101,20261,304,409,8619
101,20267,303,401,9768
101,20272,308,404,16283
101,20278,305,412,19975
101,20282,305,412,736
101,20283,306,407,604869
101,20284,304,409,76615
101,20285,305,412,81117
101,20292,305,412,21860
101,20296,305,412,122590
101,20297,306,407,1018
101,20305,305,412,33441
101,20311,307,403,7182
101,20313,305,412,109937
101,20316,301,405,23262
101,20320,306,407,1614
101,20321,302,408,11551
101,20323,305,412,357006
101,20325,308,404,4218
101,20327,302,408,24816
101,20328,306,407,23960
101,20336,303,401,3067
101,20337,302,408,36907
101,20341,308,404,82814
101,20342,305,412,59563
101,20343,304,409,59804
101,20344,308,404,9425
101,20346,306,407,65666
101,20347,308,404,11327
101,20350,305,412,13144
101,20357,301,405,20940
101,20360,303,401,3713
101,20366,302,408,9768
101,20368,306,407,165274
101,20370,305,412,3157
101,20384,307,403,4742
101,20387,305,412,6181
101,20388,305,412,7556
101,20389,302,408,52533
101,20391,306,407,22006
101,20394,303,406,516
101,20396,305,412,48141
101,20399,302,408,44002
101,20404,303,401,15336
101,20405,302,408,47868
101,20407,305,412,4876
101,20413,306,407,321277
101,20414,308,404,263690
101,20416,301,405,45684
101,20418,307,403,2871
101,20419,306,407,60717
101,20422,302,408,13700
101,20427,302,408,24670
101,20428,303,401,16993
101,20429,305,412,7435
101,20433,305,412,22191
101,20434,306,407,6879
101,20438,304,409,2934
101,20439,302,408,2782
101,20445,303,401,156780
101,20447,304,409,7819
101,20452,301,405,28216
101,20457,305,412,427212
101,20459,305,412,16878
101,20461,303,406,4192
101,20465,302,408,9896
101,20473,306,407,10250
101,20478,302,408,14238
101,20480,307,403,57125
101,20483,305,412,112910
101,20492,307,403,70770
101,20494,304,409,4723
101,20498,306,407,28948
101,20501,306,407,558617
101,20502,305,412,14174
101,20504,307,403,90848
101,20506,303,401,4099
101,20511,308,404,229
101,20512,308,404,161664
101,20515,305,412,10204
101,20522,305,412,19756
101,20523,308,404,317256
101,20525,301,405,50275
101,20527,303,406,9954
101,20528,303,410,228
101,20531,307,403,57701
101,20538,306,407,8245
101,20540,303,401,7594
101,20545,305,412,430836
101,20554,305,412,2469
101,20555,308,404,228901
101,20561,303,401,38648
101,20563,303,401,1938
101,20567,303,406,1843
101,20575,308,404,100924
101,20580,302,408,22828
101,20583,306,407,488618
101,20584,306,407,69494
101,20587,306,407,83856
101,20590,306,407,6582
101,20596,302,408,27796
101,20597,302,408,36479
101,20600,307,403,39777
101,20616,306,407,7912
101,20618,307,403,21251
101,20624,302,408,36115
101,20625,302,408,811
101,20627,307,403,100
101,20631,307,403,187741
101,20635,302,408,26362
101,20636,306,407,15069
101,20648,305,412,232391
101,20649,308,404,7129
101,20653,305,412,183692
101,20654,307,403,14858
101,20655,306,407,49283
101,20656,305,412,55426
101,20657,303,410,8842
101,20661,302,408,138486
101,20662,305,412,114565
101,20668,304,409,21471
101,20672,302,408,11937
101,20675,307,403,23201
101,20678,303,401,43311
101,20682,306,407,109
101,20683,302,408,34609
101,20687,307,403,309
101,20688,303,401,56131
101,20689,303,401,3285
101,20693,308,404,350710
101,20696,305,412,22814
101,20697,304,409,3015
101,20699,306,407,220
101,20700,306,407,102232
101,20704,307,403,114096
101,20707,306,407,1355
101,20712,306,407,53413
101,20714,305,412,5644
101,20716,303,401,244
101,20717,303,401,198758
101,20720,303,401,99815
101,20722,306,407,3323
101,20727,302,408,35075
101,20729,306,407,83255
101,20731,302,408,145
101,20734,306,407,39816
101,20738,305,412,1288
101,20739,305,412,51935
101,20740,304,409,17643
101,20742,308,404,6374
101,20743,305,412,175433
101,20744,302,408,6149
101,20753,308,404,27401
101,20759,302,408,33500
101,20763,308,404,215210
101,20766,306,407,97824
101,20768,308,404,84480
101,20775,306,407,1382
101,20780,306,407,24944
101,20782,303,406,537
101,20786,303,401,91152
101,20795,307,403,111847
101,20797,305,412,10490
101,20803,304,409,36688
101,20804,302,408,116566
101,20805,306,407,26405
101,20808,306,407,30541
101,20810,306,407,186834
101,20816,306,407,2560
101,20820,306,407,547777
101,20827,303,401,34399
101,20828,305,412,8764
101,20830,307,403,60019
101,20831,306,407,45227
101,20840,303,401,46648
101,20842,308,404,93832
101,20846,302,408,84611
101,20849,305,412,8028
101,20855,306,407,587
101,20858,303,401,12855
101,20859,306,407,125420
101,20862,307,403,375047
101,20868,308,404,24925
101,20876,304,409,1501
101,20877,308,404,320460
101,20879,305,412,31885
101,20880,305,412,1890
101,20882,306,407,577
101,20886,303,410,4174
101,20892,306,407,10104
101,20896,307,403,93071
101,20900,306,407,139632
101,20901,303,410,7725
101,20911,301,405,26828
101,20912,305,412,11615
101,20913,306,407,855
101,20915,304,409,572
101,20916,306,407,246711
101,20920,306,407,327154
101,20922,305,412,20311
101,20929,308,404,18464
101,20932,303,401,356631
101,20934,305,412,21
101,20940,303,410,1191
101,20942,305,412,18716
101,20944,301,405,82697
101,20947,306,407,20941
101,20953,302,408,52493
101,20956,307,403,13141
101,20957,305,412,1810
101,20964,306,407,2081
101,20973,306,407,1625675
101,20976,306,407,29255
101,20978,305,412,10802
101,20980,303,401,40493
101,20981,304,409,6680
101,20984,306,407,23104
101,20985,303,401,11057
101,20992,303,411,4441
101,20993,306,407,168903
101,20996,306,407,974793
101,20997,305,412,507
101,21000,301,405,13021
101,21016,308,404,75485
101,21023,306,407,9704
101,21026,306,407,190883
101,21027,302,408,239753
101,21028,306,407,26004
101,21034,306,407,3579
101,21036,303,406,139
101,21038,308,404,27545
101,21039,306,407,110379
101,21043,306,407,21614
101,21044,302,408,71306
101,21046,302,408,1441
101,21049,304,409,39041
101,21053,306,407,138790
101,21054,308,404,66772
101,21057,303,401,76298
101,21059,302,408,14466
101,21061,308,404,714686
101,21062,302,408,2085
101,21064,308,404,6567
101,21067,302,408,34097
101,21068,305,412,216833
101,21069,303,401,637
101,21076,302,408,38333
101,21081,307,403,416610
101,21082,306,407,5556
101,21084,306,407,1498
101,21088,301,405,18389
101,21090,302,408,1650
101,21094,306,407,3870
101,21096,305,412,9076
101,21100,302,408,9318
101,21103,306,407,177064
101,21109,302,408,38310
101,21110,307,403,26
101,21111,303,410,2099
101,21115,307,403,244
101,21119,305,412,2091
101,21121,305,412,20171
101,21123,303,406,2650
101,21124,307,403,24148
101,21127,302,408,14854
101,21129,302,408,19766
101,21147,306,407,93142
101,21157,308,404,46023
101,21158,306,407,12411
101,21160,306,407,7611
101,21166,305,412,6920
101,21168,308,404,13550
101,21174,305,412,191
101,21182,303,401,1110
101,21183,307,403,280025
101,21185,307,403,16413
101,21188,303,410,3851
101,21192,303,411,1409
101,21195,302,408,5466
101,21198,306,407,18828
101,21201,306,407,36046
101,21212,306,407,92380
101,21215,303,401,10643
101,21220,305,412,2704
101,21221,306,407,55131
101,21225,306,407,10445
101,21230,305,412,3351
101,21236,303,410,302
101,21237,306,407,7774
101,21238,308,404,308224
101,21239,306,407,2779
101,21240,302,408,11029
101,21245,302,408,2430
101,21249,307,403,442359
101,21253,306,407,172961
101,21255,306,407,138544
101,21260,301,405,86327
101,21268,307,403,1906
101,21271,306,407,2339806
101,21274,305,412,346355
101,21280,306,407,3870
101,21284,306,407,125866
101,21285,306,407,35631
101,21290,305,412,30508
101,21292,303,410,3068
101,21293,306,407,627
101,21296,304,409,29399
101,21297,306,407,91452
101,21298,306,407,11022
101,21304,302,408,46853
101,21306,306,407,140790
101,21312,302,408,6606
101,21314,308,404,284560
101,21318,303,401,4993
101,21320,306,407,3
101,21328,303,410,927
101,21330,303,401,27644
101,21340,304,409,3376
101,21346,306,407,16389
101,21357,303,406,88
101,21358,306,407,3659
101,21359,306,407,132614
101,21361,303,401,28032
101,21363,305,412,22455
101,21371,305,412,9979
101,21373,306,407,140123
101,21376,308,404,155
101,21379,305,412,46898
101,21381,306,407,73454
101,21386,306,407,3028
101,21394,306,407,684928
101,21398,308,404,25781
101,21406,303,401,8923
101,21407,308,404,13508
101,21409,303,410,4577
101,21410,306,407,14896
101,21415,305,412,21109
101,21418,303,410,200
101,21420,307,403,791
101,21424,306,407,182215
101,21425,307,403,7839
101,21430,306,407,9322
101,21431,302,408,27031
101,21432,308,404,333
101,21433,304,409,2183
101,21435,308,404,127347
101,21437,302,408,12453
101,21440,305,412,1631
101,21443,305,412,2113
101,21444,307,403,2629
101,21446,308,404,234766
101,21454,304,409,12041
101,21456,306,407,30792
101,21460,303,406,1405
101,21462,308,404,61367
101,21465,302,408,28201
101,21467,306,407,7887
101,21468,305,412,97969
101,21477,303,411,3673
101,21484,305,412,111126
101,21488,307,403,2359
101,21490,306,407,7993
101,21492,306,407,22613
101,21497,306,407,2774
101,21501,306,407,8423
101,21502,302,408,4564
101,21507,306,407,60945
101,21521,306,407,43870
101,21524,307,403,227642
101,21527,306,407,27400
101,21529,304,409,2109
101,21531,302,408,15970
101,21532,304,409,25982
101,21533,306,407,23839
101,21543,307,403,327
101,21549,307,403,122878
101,21550,301,405,11794
101,21555,303,410,5955
101,21558,302,408,1259
101,21561,306,407,239366
101,21573,306,407,51862
101,21579,306,407,23370
101,21583,305,412,23830
101,21585,302,408,24154
101,21589,306,407,61884
101,21596,302,408,6456
101,21597,302,408,6493
101,21601,306,407,512030
101,21602,306,407,9214
101,21605,303,401,1748
101,21612,304,409,1301
101,21614,306,407,6
101,21617,303,401,22071
101,21619,306,402,1928511
101,21626,308,404,16616
101,21631,302,408,25578
101,21637,305,412,10012
101,21639,308,404,32329
101,21640,303,401,4543
101,21642,303,401,16336
101,21644,303,401,159303
101,21648,306,407,569
101,21650,303,401,7273
101,21651,308,404,29111
101,21652,302,408,4180
101,21653,306,407,19731
101,21659,306,407,36290
101,21669,305,412,5150
101,21681,302,408,82253
101,21683,302,408,4193
101,21690,303,401,40831
101,21698,308,404,1051
101,21703,305,412,62623
101,21707,307,403,578
101,21709,302,408,12989
101,21714,302,408,21248
101,21715,302,408,715046
101,21719,306,407,13183
101,21730,302,408,14435
101,21731,301,405,138503
101,21735,306,407,25777
101,21737,307,403,110
101,21740,307,403,1747
101,21743,307,403,10150
101,21745,303,401,24735
101,21749,303,401,1364
101,21751,306,402,15772
101,21754,305,412,33489
101,21755,307,403,3870
101,21757,303,406,3808
101,21760,302,408,370
101,21764,302,408,71290
101,21772,307,403,785
101,21775,302,408,67576
101,21777,302,408,3639
101,21779,307,403,115584
101,21780,306,407,9024
101,21781,307,403,44243
101,21785,305,412,22783
101,21787,302,408,13407
101,21791,302,408,12492
101,21793,303,411,454
101,21794,306,407,43470
101,21795,306,407,6463
101,21807,303,410,244
101,21808,303,410,590
101,21809,307,403,296635
101,21812,303,401,4379
101,21814,306,407,184524
101,21819,306,402,269570
101,21835,308,404,22327
101,21839,307,403,1004
101,21845,302,408,52366
101,21850,305,412,13311
101,21851,303,401,1670
101,21853,306,407,24071
101,21855,302,408,4470
101,21864,302,408,8325
101,21865,306,407,602
101,21871,306,407,1868
101,21878,305,412,30820
101,21881,306,407,207423
101,21883,306,407,322312
101,21884,306,407,2604
101,21895,308,404,2030
101,21903,305,412,13590
101,21909,303,401,19373
101,21911,306,407,11868
101,21913,306,407,171474
101,21914,306,407,9831
101,21915,303,410,959
101,21917,305,412,32375
101,21923,307,403,8390
101,21940,303,401,4153
101,21942,306,407,40145
101,21961,308,404,61559
101,21962,303,401,23119
101,21964,303,410,925
101,21966,307,403,194
101,21967,302,408,186
101,21969,303,410,19291
101,21974,306,407,134129
101,21977,307,403,11338
101,21978,307,403,158469
101,21980,303,401,8035
101,21982,305,412,74290
101,21986,301,405,443898
101,21995,306,407,128629
101,22007,302,408,72864
101,22013,303,401,1622
101,22015,304,409,10081
101,22020,302,408,2780
101,22021,307,403,145918
101,22025,306,407,3188
101,22027,306,402,12942
101,22028,305,412,41741
101,22030,307,403,19451
101,22035,305,412,30456
101,22038,306,407,44055
101,22040,304,409,49132
101,22045,302,408,8731
101,22046,305,412,125382
101,22047,306,407,84889
101,22048,306,407,135645
101,22053,306,407,28165
101,22056,302,408,28415
101,22058,302,408,29150
101,22059,305,412,41310
101,22066,307,403,175254
101,22081,303,401,25623
101,22082,305,412,2502
101,22084,302,408,11595
102,20002,303,406,8992
102,20003,301,405,310120
102,20006,307,403,96118
102,20008,303,401,26388
102,20014,307,403,244414
102,20016,303,401,74210
102,20018,306,407,117412
102,20020,305,412,16084
102,20024,306,402,47948
102,20033,307,403,6531
102,20038,307,403,32054
102,20041,302,408,41743
102,20044,308,404,11503
102,20046,303,401,283
102,20049,302,408,16339
102,20055,304,409,11289
102,20056,302,408,8614
102,20074,308,404,14395
102,20076,303,401,96734
102,20085,301,405,129684
102,20089,307,403,54074
102,20090,302,408,77300
102,20091,308,404,20665
102,20092,306,407,128444
102,20093,306,407,91398
102,20107,306,407,14890
102,20111,306,407,18896
102,20113,308,404,19201
102,20118,305,412,9397
102,20121,306,407,6044
102,20127,307,403,26323
102,20131,306,407,53322
102,20134,305,412,34196
102,20135,303,401,93852
102,20139,306,407,150363
102,20145,306,407,2034
102,20146,306,402,21506
102,20149,302,408,17336
102,20150,304,409,13032
102,20152,305,412,302828
102,20155,303,401,4134
102,20156,305,412,896
102,20160,303,410,12
102,20162,302,408,17314
102,20164,306,407,1110
102,20168,302,408,68867
102,20169,308,404,32413
102,20172,306,407,25120
102,20173,303,401,68016
102,20175,304,409,16638
102,20176,307,403,7422
102,20182,303,401,11582
102,20187,302,408,6814
102,20189,305,412,127145
102,20192,308,404,62606
102,20195,302,408,9700
102,20206,305,412,110952
102,20215,302,408,6750
102,20221,306,407,30627
102,20222,302,408,15
102,20224,307,403,369387
102,20226,303,401,193484
102,20227,308,404,272505
102,20230,306,407,180386
102,20231,305,412,63
102,20235,303,411,1033
102,20240,306,407,6
102,20251,303,406,3910
102,20252,306,407,92254
102,20253,306,407,269905
102,20256,307,403,4620
102,20261,304,409,8619
102,20267,303,401,9768
102,20271,306,407,16362
102,20272,308,404,16283
102,20276,306,407,72256
102,20278,305,412,19975
102,20283,306,407,604869
102,20284,304,409,76615
102,20285,305,412,81117
102,20292,305,412,21860
102,20300,305,412,3491
102,20304,302,408,7031
102,20311,307,403,7182
102,20312,306,407,11355
102,20313,305,412,109937
102,20316,301,405,23262
102,20320,306,407,1614
102,20321,302,408,11551
102,20323,305,412,357006
102,20325,308,404,4218
102,20328,306,407,23960
102,20336,303,401,3067
102,20337,302,408,36907
102,20341,308,404,82814
102,20343,304,409,59804
102,20344,308,404,9425
102,20346,306,407,65666
102,20347,308,404,11327
102,20357,301,405,20940
102,20366,302,408,9768
102,20368,306,407,165274
102,20377,303,410,83
102,20385,306,407,48757
102,20387,305,412,6181
102,20389,302,408,52533
102,20391,306,407,22006
102,20392,306,407,31837
102,20394,303,406,516
102,20398,303,401,30483
102,20404,303,401,15336
102,20405,302,408,47868
102,20407,305,412,4876
102,20408,302,408,32003
102,20412,306,407,17745
102,20413,306,407,321277
102,20414,308,404,263690
102,20416,301,405,45684
102,20418,307,403,2871
102,20419,306,407,60717
102,20422,302,408,13700
102,20424,306,407,9204
102,20427,302,408,24670
102,20433,305,412,22191
102,20434,306,407,6879
102,20438,304,409,2934
102,20443,303,410,4959
102,20445,303,401,156780
102,20447,304,409,7819
102,20452,301,405,28216
102,20457,305,412,427212
102,20459,305,412,16878
102,20461,303,406,4192
102,20462,302,408,5362
102,20472,308,404,7307
102,20473,306,407,10250
102,20476,307,403,9727
102,20478,302,408,14238
102,20480,307,403,57125
102,20483,305,412,112910
102,20492,307,403,70770
102,20494,304,409,4723
102,20501,306,407,558617
102,20502,305,412,14174
102,20504,307,403,90848
102,20506,303,401,4099
102,20512,308,404,161664
102,20515,305,412,10204
102,20522,305,412,19756
102,20523,308,404,317256
102,20525,301,405,50275
102,20528,303,410,228
102,20531,307,403,57701
102,20540,303,401,7594
102,20545,305,412,430836
102,20546,302,408,13008
102,20554,305,412,2469
102,20555,308,404,228901
102,20561,303,401,38648
102,20563,303,401,1938
102,20567,303,406,1843
102,20576,302,408,30272
102,20580,302,408,22828
102,20583,306,407,488618
102,20584,306,407,69494
102,20587,306,407,83856
102,20590,306,407,6582
102,20596,302,408,27796
102,20597,302,408,36479
102,20600,307,403,39777
102,20610,303,410,205
102,20618,307,403,21251
102,20620,302,408,26255
102,20627,307,403,100
